n,d,i,fdr,tpr,fpr,shd,pred_size,F1_score,fdr_und,tpr_und,fpr_und,shd_und,pred_size.1,F1_score_und
1000,20,1,0.735294118,0.45,0.147058824,25,34,0.238235294,0.411764706,1,0.082352941,14,34,0.740740741
1000,20,2,0.434782609,0.65,0.058823529,10,23,0.604651163,0.130434783,1,0.017647059,3,23,0.930232558
1000,20,3,0.217391304,0.9,0.029411765,5,23,0.837209302,0.130434783,1,0.017647059,3,23,0.930232558
1000,20,4,0.363636364,0.7,0.047058824,8,22,0.666666667,0.090909091,1,0.011764706,2,22,0.952380952
1000,20,5,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
1000,20,6,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
1000,20,7,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
1000,20,8,0.304347826,0.8,0.041176471,7,23,0.744186047,0.130434783,1,0.017647059,3,23,0.930232558
1000,20,9,0.333333333,0.8,0.047058824,8,24,0.727272727,0.166666667,1,0.023529412,4,24,0.909090909
5000,20,0,0.333333333,0.8,0.047058824,8,24,0.727272727,0.166666667,1,0.023529412,4,24,0.909090909
5000,20,1,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,2,0.181818182,0.9,0.023529412,4,22,0.857142857,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,3,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,4,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,5,0.136363636,0.95,0.017647059,3,22,0.904761905,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,6,0.333333333,0.7,0.041176471,7,21,0.682926829,0.047619048,1,0.005882353,1,21,0.975609756
5000,20,7,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
5000,20,8,0.304347826,0.8,0.041176471,7,23,0.744186047,0.130434783,1,0.017647059,3,23,0.930232558
5000,20,9,0.260869565,0.85,0.035294118,6,23,0.790697674,0.130434783,1,0.017647059,3,23,0.930232558
10000,20,0,0.095238095,0.95,0.011764706,2,21,0.926829268,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,1,0.238095238,0.8,0.029411765,5,21,0.780487805,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,2,0.272727273,0.8,0.035294118,6,22,0.761904762,0.090909091,1,0.011764706,2,22,0.952380952
10000,20,3,0.238095238,0.8,0.029411765,5,21,0.780487805,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,4,0.238095238,0.8,0.029411765,5,21,0.780487805,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,5,0.19047619,0.85,0.023529412,4,21,0.829268293,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,6,0.260869565,0.85,0.035294118,6,23,0.790697674,0.130434783,1,0.017647059,3,23,0.930232558
10000,20,7,0.227272727,0.85,0.029411765,5,22,0.80952381,0.090909091,1,0.011764706,2,22,0.952380952
10000,20,8,0.285714286,0.75,0.035294118,6,21,0.731707317,0.047619048,1,0.005882353,1,21,0.975609756
10000,20,9,0.19047619,0.85,0.023529412,4,21,0.829268293,0.047619048,1,0.005882353,1,21,0.975609756
