n,d,i,fdr,tpr,fpr,shd,pred_size,F1_score,fdr_und,tpr_und,fpr_und,shd_und,pred_size,F1_score_und
1000,20,7,0.15,0.85,0.01764705882352941,5.0,20.0,0.85,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,20,8,0.21052631578947367,0.75,0.023529411764705882,7.0,19.0,0.7692307692307692,0.10526315789473684,0.85,0.011764705882352941,5.0,19.0,0.8717948717948718
1000,20,9,0.2,0.8,0.023529411764705882,6.0,20.0,0.8000000000000002,0.1,0.9,0.011764705882352941,4.0,20.0,0.9
1000,40,0,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,1,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,2,0.0,1.0,0.0,0.0,40.0,1.0,0.0,1.0,0.0,0.0,40.0,1.0
1000,40,3,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,4,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,5,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,6,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,40,7,0.0,1.0,0.0,0.0,40.0,1.0,0.0,1.0,0.0,0.0,40.0,1.0
1000,40,8,0.0,1.0,0.0,0.0,40.0,1.0,0.0,1.0,0.0,0.0,40.0,1.0
1000,40,9,0.0,0.975,0.0,1.0,39.0,0.9873417721518987,0.0,0.975,0.0,1.0,39.0,0.9873417721518987
1000,100,0,0.030303030303030304,0.96,0.0006185567010309278,5.0,99.0,0.964824120603015,0.010101010101010102,0.98,0.0002061855670103093,3.0,99.0,0.9849246231155778
1000,100,1,0.030303030303030304,0.96,0.0006185567010309278,5.0,99.0,0.964824120603015,0.010101010101010102,0.98,0.0002061855670103093,3.0,99.0,0.9849246231155778
1000,100,2,0.03,0.97,0.0006185567010309278,4.0,100.0,0.97,0.01,0.99,0.0002061855670103093,2.0,100.0,0.99
1000,100,3,0.03,0.97,0.0006185567010309278,4.0,100.0,0.97,0.01,0.99,0.0002061855670103093,2.0,100.0,0.99
1000,100,4,0.010416666666666666,0.95,0.0002061855670103093,6.0,96.0,0.9693877551020408,0.010416666666666666,0.95,0.0002061855670103093,6.0,96.0,0.9693877551020408
1000,100,5,0.020202020202020204,0.97,0.0004123711340206186,3.0,99.0,0.9748743718592964,0.0,0.99,0.0,1.0,99.0,0.9949748743718593
1000,100,6,0.02040816326530612,0.96,0.0004123711340206186,5.0,98.0,0.9696969696969697,0.01020408163265306,0.97,0.0002061855670103093,4.0,98.0,0.9797979797979798
1000,100,7,0.030303030303030304,0.96,0.0006185567010309278,5.0,99.0,0.964824120603015,0.010101010101010102,0.98,0.0002061855670103093,3.0,99.0,0.9849246231155778
1000,100,8,0.02040816326530612,0.96,0.0004123711340206186,4.0,98.0,0.9696969696969697,0.0,0.98,0.0,2.0,98.0,0.98989898989899
1000,100,9,0.02040816326530612,0.96,0.0004123711340206186,5.0,98.0,0.9696969696969697,0.01020408163265306,0.97,0.0002061855670103093,4.0,98.0,0.9797979797979798
