n,d,i,fdr,tpr,fpr,shd,pred_size,F1_score,fdr_und,tpr_und,fpr_und,shd_und,pred_size,F1_score_und
500,20,5,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
500,20,6,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
500,20,7,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
500,20,8,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
500,20,9,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,0,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,1,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,2,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,3,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,4,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,5,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,6,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,7,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,8,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
1000,20,9,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,0,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,1,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,2,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,3,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,4,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,5,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,6,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,7,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,8,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
5000,20,9,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,0,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,1,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,2,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,3,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,4,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,5,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,6,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,7,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,8,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
10000,20,9,0.18181818181818182,0.9,0.023529411764705882,4.0,22.0,0.8571428571428571,0.09090909090909091,1.0,0.011764705882352941,2.0,22.0,0.9523809523809523
